SA1_7DIGITCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,INA_DS_Separate_house,INA_DS_SemD_ro_tr_h_th,INA_DS_Flat_or_Apart,INA_DS_Other_dwelling,INA_DS_Not_stated,INA_Total,INS_DS_Separate_house,INS_DS_SemD_ro_tr_h_th,INS_DS_Flat_or_Apart,INS_DS_Other_dwelling,INS_DS_Not_stated,INS_DS_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
5101206,102,4,0,0,0,105,9,0,0,0,0,9,0,0,0,0,0,0,112,8,0,0,0,117
5101207,121,0,0,0,0,121,20,0,0,0,0,20,5,0,0,0,0,5,144,0,0,0,0,144
5101208,72,3,0,0,0,74,7,0,0,0,0,7,0,0,0,0,0,0,80,3,0,0,0,81
5101209,167,39,0,0,0,209,10,3,0,0,0,14,5,0,0,0,0,6,189,41,0,0,0,229
5101210,83,3,0,0,0,87,3,0,0,0,0,3,0,0,0,0,0,0,85,3,0,0,0,92
5101213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101214,143,9,0,0,0,156,16,0,0,0,0,16,4,0,0,0,0,4,162,15,0,0,0,174
5101215,151,0,0,0,0,151,16,0,0,0,0,16,3,0,0,0,0,3,171,0,0,0,0,171
5101216,176,5,0,0,0,180,4,0,0,0,0,8,3,0,0,0,0,3,181,7,0,0,0,190
5101217,83,3,0,0,0,85,11,4,0,0,0,16,3,0,0,0,0,3,94,8,0,0,0,106
5101218,144,0,0,0,0,145,18,0,0,0,0,18,3,0,0,0,0,3,162,0,0,0,0,161
5101219,92,41,0,22,0,150,21,7,0,17,0,46,0,0,0,0,0,0,114,50,0,37,0,199
5101220,141,8,0,0,0,146,22,3,0,0,0,27,4,0,0,0,0,4,167,7,0,0,0,178
5101221,109,4,0,0,0,111,11,0,0,0,0,15,3,0,0,0,0,3,125,3,0,0,0,133
5101222,162,0,0,0,0,168,14,0,0,0,0,14,3,0,0,0,0,3,178,0,0,0,0,185
5101223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101224,140,0,0,0,0,140,3,0,0,0,0,3,0,0,0,0,0,0,144,0,0,0,0,149
5101225,192,21,0,0,0,214,11,0,0,0,0,12,8,0,0,0,0,8,214,21,0,0,0,235
5101226,69,0,0,0,0,69,46,0,0,0,0,46,7,0,0,0,0,7,126,0,0,0,0,126
5101227,176,0,0,0,0,176,8,0,0,0,0,8,3,0,0,0,0,3,186,0,0,0,0,186
5101228,86,0,0,0,0,86,10,0,0,0,0,10,3,0,0,0,0,3,91,0,0,0,0,91
5101229,111,0,0,0,0,111,12,0,0,0,0,12,0,0,0,0,0,0,130,0,0,0,0,130
5101230,128,0,0,0,0,137,8,0,0,0,0,8,0,0,0,0,0,0,141,0,0,0,0,145
5101231,52,44,0,0,0,98,9,20,0,0,0,30,3,3,0,0,0,7,61,76,0,0,0,133
5101401,94,4,0,0,0,102,29,7,0,0,0,36,0,0,0,0,0,0,123,15,0,4,0,137
5101402,102,0,0,0,4,108,16,0,0,0,0,16,0,0,0,0,0,0,123,0,0,0,4,129
5101404,111,3,0,0,0,114,25,5,0,0,0,25,3,0,0,0,5,11,137,10,0,0,5,146
5101405,114,5,0,0,0,122,35,3,0,0,0,32,3,0,0,0,0,3,150,5,0,0,0,156
5101406,58,9,0,0,0,72,35,23,0,0,0,57,3,0,0,0,0,3,96,36,0,0,0,132
5101407,108,4,0,0,0,111,37,3,3,0,0,48,8,0,0,0,4,16,157,10,3,0,4,175
5101408,58,9,4,0,0,70,25,3,4,0,0,32,4,0,0,0,3,4,81,15,7,0,3,110
5101409,64,0,0,0,0,65,19,0,0,0,0,18,3,0,0,0,0,3,83,3,0,0,0,87
5101410,78,0,0,0,0,74,17,0,0,0,0,17,0,0,0,0,0,0,90,0,0,0,0,89
5101411,50,21,0,0,3,69,23,8,0,0,0,35,3,3,0,0,0,5,82,24,0,0,0,109
5101412,98,0,0,3,0,95,22,0,0,0,0,21,3,0,0,0,0,9,118,0,0,3,0,124
5101413,33,0,0,0,0,33,10,0,0,0,0,10,0,0,0,0,0,0,47,0,0,0,0,47
5101414,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,33
5101415,132,0,0,0,0,134,27,0,0,5,0,30,4,0,0,0,0,4,158,0,0,3,0,164
5101416,56,0,0,0,0,57,3,0,0,0,0,8,3,0,0,0,0,3,60,0,0,0,0,65
5101417,115,0,0,0,0,118,26,0,0,0,0,25,3,0,0,0,0,3,147,0,0,0,0,151
5101418,74,0,0,0,0,74,17,0,0,0,0,22,5,0,0,0,0,4,94,0,0,3,0,100
5101419,125,0,0,0,0,125,24,0,0,0,0,27,3,0,0,0,0,3,149,0,0,0,0,156
5101420,157,0,0,0,0,157,27,0,0,0,0,27,4,0,0,0,0,4,189,0,0,0,0,189
5101421,219,0,0,0,0,223,22,0,0,0,0,22,3,0,0,0,0,3,252,0,0,0,0,254
5101423,99,3,0,0,3,104,39,0,0,0,0,43,8,0,0,0,0,8,148,3,0,0,3,158
5101424,83,0,0,0,0,83,26,0,0,0,0,26,3,0,0,0,0,0,108,0,0,3,0,113
5101425,110,0,0,0,8,114,6,0,0,0,0,9,0,0,0,0,0,0,119,0,0,0,8,124
5101426,81,0,0,0,0,85,7,4,0,0,0,11,0,0,0,0,0,0,82,3,0,0,0,91
5101427,41,0,0,0,0,41,5,0,0,0,0,5,0,0,0,0,0,0,53,0,0,0,0,53
5101501,74,5,0,0,0,84,29,4,0,0,0,33,8,0,0,0,0,8,104,11,0,0,0,121
5101502,107,6,0,0,0,108,25,0,0,0,0,24,3,0,0,0,0,5,130,9,0,0,0,142
5101503,126,23,0,0,0,152,19,16,0,0,0,42,9,0,0,0,0,8,152,40,0,0,0,199
5101504,77,6,0,0,0,87,25,4,0,0,0,27,0,0,0,0,0,0,105,8,0,0,0,111
5101505,149,12,14,0,0,179,29,5,8,0,0,44,4,0,0,0,0,4,187,23,23,0,0,226
5101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101507,139,47,13,0,0,199,24,21,0,0,0,48,6,0,0,0,0,7,177,64,13,0,0,257
5101508,111,36,0,0,0,146,24,11,0,0,0,37,3,0,0,0,0,3,135,47,0,0,0,185
5101509,72,5,0,0,0,81,18,5,0,0,0,24,4,0,0,0,0,4,101,6,0,0,0,105
5101510,113,27,35,0,0,178,35,11,54,0,0,102,0,3,10,0,0,12,146,41,96,0,0,288
5101513,144,4,0,0,0,148,32,3,0,0,0,30,3,0,0,0,0,3,180,3,0,0,0,188
5101514,186,0,0,7,0,194,21,0,0,8,0,27,7,0,0,0,0,8,217,0,0,12,0,233
5101515,92,11,0,0,0,99,18,3,0,0,0,23,0,0,0,0,0,3,114,13,0,0,0,128
5101516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101517,111,11,0,0,0,126,17,5,0,0,0,21,6,0,0,0,0,6,129,13,0,0,0,146
5101518,98,0,0,0,0,98,7,0,0,0,0,7,0,0,0,0,0,0,104,0,0,0,0,104
5101519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101520,76,6,9,0,0,97,7,3,0,0,0,12,3,0,0,0,0,3,94,14,7,0,0,113
5101521,115,0,0,0,0,112,11,0,0,0,0,12,0,0,0,0,0,0,124,0,0,0,0,128
5101601,85,0,0,0,0,85,3,0,0,0,0,3,0,0,0,0,0,0,87,0,0,0,0,86
5101602,127,5,0,0,0,134,37,0,3,0,0,42,7,0,0,9,0,13,168,8,3,9,0,187
5101603,61,0,0,3,0,65,16,3,0,0,0,19,3,0,0,0,0,3,74,5,0,3,0,80
5101604,63,0,0,0,0,63,10,0,0,0,0,10,0,0,0,0,0,0,71,0,0,0,0,71
5101605,63,0,18,0,0,88,35,0,34,0,0,64,4,0,9,0,0,12,101,0,58,0,0,160
5101606,63,4,0,0,0,65,18,3,0,0,0,19,0,0,0,0,0,0,80,4,0,0,0,81
5101607,141,5,0,0,0,143,38,7,0,0,0,42,3,0,0,0,0,3,179,16,0,0,0,198
5101608,196,0,0,0,3,205,24,0,0,0,0,31,3,0,0,0,0,3,230,0,0,0,5,240
5101609,62,0,0,7,0,66,20,0,0,0,0,20,6,0,0,0,0,6,84,0,0,7,0,91
5101610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101611,126,0,0,3,3,128,25,0,0,0,0,28,3,0,0,0,0,3,152,0,0,5,3,160
5101612,75,0,0,0,0,70,20,0,0,0,0,20,4,0,0,0,0,4,94,0,0,0,3,100
5101701,97,0,0,3,0,105,35,0,0,0,0,33,3,0,0,0,0,3,138,0,0,3,3,142
5101702,129,3,0,0,0,139,72,0,0,0,0,72,8,4,0,0,0,10,212,6,0,0,0,221
5101703,182,0,0,0,0,181,23,0,0,0,0,24,3,0,0,0,0,3,212,0,0,0,0,213
5101704,124,0,0,0,0,129,27,0,0,3,0,24,3,0,0,0,0,3,150,0,0,3,0,153
5101705,119,0,0,3,0,120,16,0,0,0,0,16,0,0,0,0,0,0,140,0,0,3,0,136
5101706,105,0,0,0,0,105,41,3,0,0,0,42,4,0,0,0,0,7,151,6,0,0,0,156
5101707,89,0,0,0,0,96,20,0,0,0,0,22,0,0,0,0,0,0,107,0,0,5,0,115
5101708,70,0,0,0,0,72,22,0,0,0,0,27,0,0,0,0,0,0,97,0,0,0,0,101
5101709,101,6,0,0,0,103,32,0,0,0,0,32,0,0,0,0,0,0,135,6,0,0,0,138
5101710,146,0,3,0,0,150,21,0,7,0,0,23,3,0,0,0,0,3,162,0,9,0,0,180
5101711,116,0,0,0,0,116,9,0,0,0,0,9,4,0,0,0,0,4,138,0,0,0,0,138
5101712,64,4,0,0,0,68,14,3,0,0,0,12,3,0,0,0,0,3,83,9,0,0,0,85
5101713,68,0,0,0,0,72,20,0,0,0,0,20,3,0,0,0,0,3,92,0,0,0,0,93
5101714,95,17,0,0,0,111,21,8,0,0,0,32,9,0,0,0,0,9,118,27,0,0,0,148
5101715,98,3,0,0,0,96,19,0,0,0,0,19,3,0,0,0,0,3,115,3,0,0,0,117
5101716,82,0,0,0,0,82,11,0,0,0,0,11,0,0,0,0,0,0,92,0,0,0,0,92
5101717,95,0,0,0,0,99,13,0,0,0,0,13,0,0,0,0,0,0,111,0,0,0,0,114
5101718,67,0,0,0,0,67,4,0,0,0,0,4,4,0,0,9,0,9,74,0,0,9,0,81
5101719,61,0,0,0,3,65,17,0,0,0,0,17,0,0,0,0,0,0,83,0,0,0,3,89
5101801,78,0,0,0,0,77,6,0,0,0,0,6,0,0,0,0,0,0,87,0,0,0,0,85
5101802,104,0,0,0,0,109,16,0,0,0,0,16,8,0,0,0,0,8,126,0,0,0,0,132
5101803,66,0,0,0,0,65,19,0,0,0,0,19,3,0,0,0,0,5,90,3,0,0,0,92
5101804,72,0,0,0,0,72,22,0,0,0,0,18,0,0,0,0,0,0,88,0,0,0,0,90
5101805,132,3,0,0,0,141,20,0,0,0,0,23,0,0,0,0,0,0,152,3,0,0,0,159
5101806,165,0,0,0,0,166,10,0,0,0,0,10,0,0,0,0,0,0,174,0,0,0,0,180
5101807,74,0,0,3,4,82,13,0,0,0,0,13,5,0,0,0,0,5,95,0,0,3,4,100
5101808,94,0,0,0,0,93,12,0,0,0,0,16,3,0,0,0,0,3,115,0,0,0,0,116
5101809,82,0,0,0,0,82,11,0,0,0,0,11,0,0,0,0,0,0,95,0,0,0,0,95
5101810,92,4,0,0,3,106,16,0,0,0,0,15,3,0,0,0,0,3,114,4,0,0,4,125
5101811,114,0,0,4,0,119,22,0,0,0,0,19,3,0,0,0,0,3,136,0,0,5,0,144
5101812,146,0,0,3,0,144,42,0,0,3,0,42,0,0,0,0,0,0,184,0,0,3,0,191
5101813,140,0,0,0,0,147,36,0,0,0,0,36,7,0,0,0,0,7,185,0,0,0,0,189
5101814,78,3,0,0,0,81,30,3,0,0,0,36,3,0,0,0,0,3,110,8,0,0,0,117
5101815,121,3,0,0,0,125,24,0,0,0,0,23,4,0,0,0,0,4,150,3,0,0,0,158
5101816,104,11,0,0,0,114,18,21,0,0,0,44,4,3,0,0,0,6,129,35,4,0,0,163
5101901,138,0,3,0,0,137,46,0,0,0,0,46,3,0,0,0,0,5,184,0,3,0,0,189
5101902,68,4,4,0,0,69,13,3,4,0,0,16,4,0,0,0,0,3,82,3,10,0,0,96
5101903,111,0,0,0,0,112,32,0,0,0,0,32,7,0,0,0,0,7,154,0,0,0,0,151
5101904,90,0,0,0,0,90,12,0,0,0,0,12,0,0,0,0,0,0,103,0,0,0,0,103
5101905,109,4,4,0,0,115,6,0,0,0,0,6,4,0,0,0,0,4,120,4,4,0,0,124
5101906,41,0,0,0,0,41,7,0,0,0,0,7,3,0,0,0,0,3,49,0,0,0,0,49
5101907,102,6,8,0,0,111,38,0,19,0,0,62,0,0,3,0,0,0,143,6,33,0,0,178
5101908,113,0,0,0,0,110,44,0,0,0,0,46,6,0,0,0,0,6,162,0,0,0,0,158
5101909,116,0,0,0,0,114,44,0,0,0,0,41,3,0,0,0,0,4,162,0,0,0,0,161
5101910,87,0,0,0,0,93,22,0,0,0,0,22,3,0,0,0,0,3,112,0,0,0,0,117
5101911,84,0,0,0,0,84,26,0,0,0,0,26,3,0,0,0,0,3,112,0,0,0,0,111
5101912,65,5,11,0,0,78,20,0,8,0,0,26,3,0,0,0,0,6,83,6,14,0,0,104
5101913,95,6,24,0,0,121,18,5,10,0,0,32,0,0,0,0,0,3,108,13,37,0,0,163
5101914,136,0,0,0,0,136,24,0,0,0,0,24,0,0,0,0,0,0,161,0,0,0,0,161
5101915,60,33,0,0,0,86,17,25,0,0,0,35,0,3,0,0,0,3,74,54,0,0,0,127
5101916,50,3,3,0,0,55,17,0,0,0,0,21,0,3,0,0,0,3,74,9,0,0,0,85
5102001,103,7,3,4,3,114,20,0,3,3,0,26,6,0,0,0,0,6,130,7,3,3,3,149
5102002,41,0,0,3,5,51,12,0,0,0,3,18,3,0,0,0,0,3,63,0,0,3,7,70
5102003,68,0,0,0,0,68,13,0,0,0,0,13,0,0,0,0,0,0,84,0,0,0,0,84
5102004,138,0,0,3,3,144,48,0,0,0,0,55,3,0,0,0,0,4,193,0,0,8,4,200
5102005,135,0,0,0,0,135,44,0,0,0,0,44,3,0,0,0,0,3,182,0,0,0,3,181
5102006,105,0,0,3,0,111,43,0,0,0,0,43,4,0,0,0,0,4,148,0,0,3,0,157
5102007,73,0,0,3,0,82,23,4,0,0,0,28,6,0,0,0,0,4,99,5,0,3,0,108
5102008,67,0,0,4,0,68,15,0,0,0,0,15,3,0,0,0,0,3,82,0,0,5,0,88
5102009,152,0,0,8,0,153,48,0,0,3,0,51,7,0,0,0,0,7,204,0,0,11,0,213
5102010,161,0,0,3,0,169,41,0,0,0,0,39,3,0,0,0,0,3,204,0,0,7,0,214
5102011,51,3,0,0,3,56,18,3,0,0,0,28,4,0,0,0,0,4,77,5,0,0,3,85
5102012,77,0,0,0,0,77,8,0,0,0,0,13,3,0,0,0,0,3,88,0,0,0,0,83
5102013,64,0,0,0,0,64,18,0,0,0,0,18,0,0,0,0,0,0,87,0,0,0,0,87
5102014,121,6,5,0,0,132,46,7,0,0,0,49,6,0,0,0,0,6,171,13,3,0,3,186
5102101,116,0,0,0,3,119,18,0,0,0,0,18,5,0,0,0,0,6,145,0,0,0,4,148
5102102,126,4,0,7,0,142,17,0,0,5,3,24,6,0,0,0,0,6,147,4,0,12,4,167
5102103,105,27,0,0,0,134,19,19,0,0,0,35,4,0,0,0,0,3,130,40,0,0,0,169
5102104,224,0,0,0,0,224,17,0,0,0,0,17,0,0,0,0,0,0,242,0,0,0,0,242
5102105,163,4,0,0,0,169,13,0,0,0,0,11,6,0,0,0,0,6,182,4,0,0,0,187
5102106,87,0,0,0,0,87,4,0,0,0,0,4,3,0,0,0,0,3,96,0,0,0,0,96
5102107,74,0,0,0,0,75,7,0,0,0,0,7,0,0,0,0,0,0,78,0,0,0,0,77
5102108,70,14,0,0,0,92,16,12,0,0,0,28,0,0,0,0,0,0,93,27,0,0,0,118
5102109,153,11,26,0,0,190,10,0,0,0,0,8,5,0,0,0,0,3,163,11,25,0,0,200
5102110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102111,66,0,0,0,0,66,3,0,0,0,0,3,0,0,0,0,0,0,70,0,0,0,0,70
5102112,136,0,0,0,0,136,19,0,0,0,0,19,0,0,0,0,0,0,153,0,0,0,0,153
5102113,226,0,0,0,0,228,23,0,0,0,0,23,3,0,0,0,0,3,252,0,0,0,0,257
5102114,78,0,0,0,0,78,6,0,0,0,0,6,3,0,0,0,0,3,86,0,0,0,0,86
5102115,147,3,0,24,0,177,24,0,0,24,0,46,0,0,0,3,0,4,173,3,0,50,0,224
5102116,206,0,0,0,0,206,6,0,0,0,0,6,6,0,0,0,0,6,218,0,0,0,0,218
5102117,75,3,0,0,0,72,11,0,0,0,0,12,0,0,0,0,0,0,89,3,0,0,0,87
5102201,95,32,0,0,0,125,19,3,0,0,0,17,6,0,0,0,0,3,119,33,0,0,0,152
5102202,92,0,0,0,0,94,11,0,0,0,0,14,0,0,0,0,0,0,109,0,0,0,0,109
5102203,87,5,0,0,0,89,14,0,0,0,0,13,6,0,0,0,0,6,102,6,0,0,0,105
5102204,286,10,0,0,0,300,18,4,0,0,0,22,4,0,0,0,0,8,311,20,0,0,0,335
5102205,136,70,6,3,0,219,9,3,0,0,0,15,3,0,0,0,0,3,148,78,11,3,0,231
5102206,98,6,0,0,0,104,10,0,0,0,0,5,3,0,0,0,0,3,106,3,0,0,0,111
5102207,117,0,0,0,0,120,27,0,0,0,0,27,6,0,0,0,0,6,155,0,0,0,0,156
5102208,78,0,0,0,0,78,16,0,0,0,0,16,3,0,0,0,0,3,93,0,0,0,0,93
5102209,115,5,0,0,0,119,29,6,0,0,0,28,0,0,0,0,0,0,143,12,0,0,0,156
5102210,156,14,0,0,4,176,44,7,0,0,3,48,8,0,0,0,0,8,204,19,0,0,4,231
5102211,161,17,0,0,0,174,8,0,0,0,0,8,3,0,0,0,0,3,173,17,0,0,0,183
5102212,102,15,0,0,0,113,20,3,0,0,0,23,9,0,0,0,0,9,132,16,0,0,0,150
5102213,141,10,0,0,0,154,33,0,0,0,0,33,0,0,0,0,0,0,181,10,0,0,0,186
5102214,166,0,0,18,3,196,24,0,0,9,0,34,0,0,0,0,0,3,190,4,0,27,5,229
5102215,122,0,0,0,0,122,13,0,0,0,0,13,3,0,0,0,0,3,141,0,0,0,0,141
5102216,111,0,0,0,0,111,23,0,0,0,0,23,0,0,0,0,0,0,134,0,0,0,0,134
5102217,86,9,0,0,0,91,24,0,0,0,0,27,0,0,0,0,0,0,105,10,0,0,0,119
5102218,113,26,0,21,0,155,19,9,0,3,0,36,3,0,0,0,0,3,138,34,0,18,0,190
5102219,159,0,0,0,0,158,15,0,0,0,0,15,3,0,0,0,0,3,174,0,0,0,0,181
5102220,105,0,0,0,0,102,23,0,0,0,0,23,3,0,0,0,0,3,124,0,0,0,0,126
5102301,142,20,0,0,0,162,29,15,0,0,0,48,10,3,0,0,0,18,186,38,0,0,0,223
5102302,39,0,0,0,0,39,8,0,0,0,0,8,0,0,0,0,0,0,49,0,0,0,0,49
5102303,92,0,0,0,0,90,3,0,0,0,0,3,0,0,0,0,0,0,96,0,0,0,0,98
5102304,79,118,0,0,0,200,18,41,0,0,0,61,3,11,0,0,0,12,98,175,0,0,0,265
5102306,161,20,0,0,0,185,32,8,0,0,0,44,3,3,0,0,0,5,203,32,0,0,0,229
5102307,123,3,0,0,0,124,18,0,0,0,0,18,4,0,0,0,0,4,152,3,0,0,0,152
5102308,173,3,0,0,0,179,22,3,0,0,0,23,5,0,0,0,0,8,206,7,0,0,0,211
5102309,153,0,0,0,0,153,8,0,0,0,0,8,0,0,0,0,0,0,160,0,0,0,0,160
5102310,122,0,0,0,0,122,3,0,0,0,0,3,3,0,0,0,0,3,132,0,0,0,0,132
5102311,129,7,13,0,0,154,19,11,3,0,0,30,3,0,0,0,0,4,151,21,10,0,0,186
5102312,80,8,0,0,0,91,17,3,0,0,0,26,0,0,0,0,0,4,99,20,0,0,0,118
5102314,105,13,0,0,0,116,26,3,0,0,0,34,7,0,0,0,0,7,146,10,0,0,0,155
5102315,82,5,0,0,0,90,26,5,0,0,0,29,0,0,0,0,0,0,107,13,0,0,0,121
5102316,92,63,0,0,0,151,31,40,0,0,0,70,4,8,0,0,0,11,128,107,0,0,0,237
5102317,113,5,5,0,0,125,14,0,0,0,0,14,7,0,0,0,0,8,128,4,4,0,0,141
5102318,150,3,0,0,0,150,33,3,0,0,0,36,3,0,0,0,0,3,184,3,0,0,0,191
5102319,144,21,0,0,0,165,31,7,0,0,0,40,5,0,0,0,0,5,182,28,0,0,0,208
5102320,140,12,0,0,0,151,28,5,0,0,0,33,5,0,0,0,0,5,176,17,0,0,0,189
5102321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102322,48,97,0,0,0,143,22,85,0,0,0,106,0,14,0,0,0,12,68,196,0,0,0,266
5102323,76,18,0,0,0,97,11,14,0,0,0,28,3,0,0,0,0,3,96,34,0,0,0,128
5102324,81,7,0,0,0,84,9,0,0,0,0,9,5,0,0,0,0,4,91,7,0,0,0,99
5102325,133,0,0,0,0,137,7,0,0,0,0,7,3,0,0,0,0,3,149,0,0,0,0,148
5102326,100,10,0,0,0,113,23,3,0,0,0,28,4,0,0,0,0,4,127,12,0,0,0,146
5102401,149,25,0,0,3,175,6,0,0,0,0,8,6,0,0,0,0,6,162,24,0,0,3,193
5102402,123,9,0,0,0,135,13,0,0,0,0,11,3,0,0,0,0,3,143,7,0,0,0,151
5102403,107,0,0,0,0,107,14,0,0,0,0,14,0,0,0,0,0,0,122,0,0,0,0,122
5102404,78,21,3,0,3,105,18,3,0,0,0,23,0,3,0,0,0,4,93,30,4,0,3,127
5102405,89,3,0,0,0,98,10,0,0,0,0,12,3,0,0,0,0,3,106,4,0,3,0,112
5102406,161,13,0,0,0,171,14,0,0,0,0,20,3,0,0,0,0,3,176,16,0,0,0,193
5102407,147,0,0,0,0,150,18,0,0,0,0,21,3,0,0,0,0,3,172,6,0,0,0,173
5102408,122,203,0,0,0,323,5,83,0,0,0,86,6,15,0,0,0,20,125,304,0,0,0,431
5102409,79,86,0,0,0,163,14,21,0,0,0,37,4,0,0,0,0,8,97,115,0,0,0,211
5102410,137,0,0,0,0,137,9,0,0,0,0,9,3,0,0,0,0,3,144,0,0,0,0,144
5102411,118,14,0,0,0,135,18,3,0,0,0,21,3,0,0,0,0,3,134,20,0,0,0,155
5102412,77,5,0,0,0,87,11,0,0,0,0,11,3,0,0,0,0,3,92,5,0,0,0,95
5102413,104,11,0,0,0,112,12,3,0,0,0,18,3,0,0,0,0,3,116,11,0,0,0,126
5102414,121,12,0,0,0,130,11,3,0,0,0,19,0,0,0,0,0,0,132,17,0,0,0,148
5102415,117,27,0,0,0,147,10,3,0,0,0,16,0,0,0,0,0,4,135,30,0,0,3,163
5102416,268,0,0,0,0,268,17,0,0,0,0,17,3,0,0,0,0,3,290,0,0,0,0,290
5102417,170,0,0,0,0,170,12,0,0,0,0,12,0,0,0,0,0,0,185,0,0,0,0,185
5102418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102419,92,6,0,0,0,100,11,0,0,0,0,14,0,0,0,0,0,0,109,8,0,0,0,110
5102420,54,54,0,0,0,110,12,70,0,0,0,77,0,16,0,0,0,18,67,142,0,0,0,210
5102421,150,0,0,0,0,150,11,0,0,0,0,11,0,0,0,0,0,0,154,0,0,0,0,154
5102422,113,6,0,0,0,114,21,0,0,0,0,21,5,0,0,0,0,3,141,3,0,0,0,147
5102423,156,6,0,0,0,156,12,0,0,0,0,13,3,0,0,0,0,3,170,11,0,0,0,181
5102424,96,0,0,0,0,96,9,0,0,0,0,9,0,0,0,0,0,0,100,0,0,0,0,100
5102425,132,3,0,0,0,140,26,0,0,0,0,23,4,0,0,0,0,4,161,3,0,0,0,170
5102426,105,15,0,0,0,128,30,0,0,0,0,32,3,0,0,0,0,4,138,18,0,0,0,159
5102427,381,3,0,0,0,381,8,0,0,0,0,6,7,0,0,0,0,7,395,3,0,0,0,396
5102428,136,0,0,0,0,136,13,0,0,0,0,13,0,0,0,0,0,0,154,0,0,0,0,154
5102429,237,20,37,0,3,293,18,3,0,0,0,25,4,0,0,0,0,5,264,20,38,0,3,327
5102430,82,44,26,3,0,157,8,10,6,0,0,30,3,3,0,0,0,7,96,56,30,5,0,195
5102431,91,3,0,0,0,90,10,0,0,0,0,10,3,0,0,0,0,3,105,3,0,0,0,108
5102432,162,0,0,0,0,167,29,0,0,0,0,29,10,0,0,0,0,10,196,0,0,0,0,199
5102433,166,33,0,0,0,201,11,0,0,0,0,15,0,0,0,0,0,0,180,36,0,0,0,214
5102434,79,10,0,0,0,85,18,0,0,0,0,17,3,0,0,0,0,3,96,12,0,0,0,104
5102436,108,0,0,0,0,108,4,0,0,0,0,4,0,0,0,0,0,0,111,0,0,0,0,111
5102437,156,5,0,0,0,156,19,0,0,0,0,19,9,0,0,0,0,9,175,5,0,0,0,177
5102438,0,0,142,0,0,142,0,0,87,0,0,87,0,0,17,0,0,17,0,0,245,0,0,245
5102439,129,0,0,0,0,129,9,0,0,0,0,9,0,0,0,0,0,0,140,0,0,0,0,140
5102440,189,0,0,0,0,189,15,0,0,0,0,15,3,0,0,0,0,3,203,0,0,0,0,203
5102441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102501,33,90,32,0,0,156,12,37,9,0,0,59,0,6,0,0,0,3,41,132,48,0,3,217
5102503,24,39,3,30,0,98,10,15,0,29,0,61,3,0,0,7,0,10,45,55,3,67,0,169
5102504,45,154,0,13,0,207,16,62,3,4,5,89,0,7,0,0,0,8,63,225,3,19,5,302
5102505,151,13,0,0,0,169,10,0,0,0,0,10,3,0,0,0,0,3,169,13,0,0,0,183
5102506,102,0,0,0,0,102,22,0,0,0,0,22,3,0,0,0,0,3,126,0,0,0,0,126
5102507,128,3,0,0,0,137,26,4,0,0,0,26,3,0,0,0,0,9,157,5,0,0,0,164
5102508,11,75,27,0,0,115,4,33,4,0,0,39,0,0,0,0,0,3,16,112,32,0,0,161
5102509,34,56,0,0,0,92,11,26,0,0,0,41,0,0,0,0,0,3,52,90,0,0,0,145
5102510,68,65,3,0,0,136,23,56,3,0,0,80,5,6,0,0,0,16,97,123,4,0,0,231
5102511,85,77,3,0,0,159,25,12,0,0,0,38,5,7,0,0,0,7,115,97,3,0,0,211
5102512,56,52,0,0,0,108,25,37,0,0,0,65,3,5,0,0,0,15,88,94,0,0,0,184
5102513,58,63,0,0,0,125,29,35,0,0,0,65,0,12,0,0,0,9,93,113,0,0,0,206
5102514,117,12,7,0,0,141,28,3,0,0,0,33,5,0,0,0,0,5,152,17,10,0,0,175
5102515,60,45,6,0,0,110,27,13,0,0,0,42,0,3,0,0,0,4,88,59,11,0,0,156
5102516,108,36,4,0,3,155,36,15,3,0,0,53,5,0,0,0,0,12,153,60,3,0,3,217
5102517,81,26,0,0,3,109,34,12,0,0,0,45,3,0,0,0,0,3,124,34,0,0,3,159
