SA2_MAINCODE_2016,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_v,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_v,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_v,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_v,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_v,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_v,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_v,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_v,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_v,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_v,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_v,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_v,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_v,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_v,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_v,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_v,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_v,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_v,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_v,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_v,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_v,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_v,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_v,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_v,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_v,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_v,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_v,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_v,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_v,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_v,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_v,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_v,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_v,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_v,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_v,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_v,P_Tot_Tot
505031108,13,938,35,0,981,56,1496,50,3,1606,13,700,45,8,769,23,756,45,10,832,23,1835,79,24,1970,37,1670,63,3,1774,38,1399,73,7,1518,42,1160,58,16,1276,76,819,62,15,975,66,288,35,3,393,65,62,9,0,141,445,11124,562,100,12224,14,904,40,0,955,31,1582,50,3,1659,9,683,22,6,721,10,760,50,16,850,15,1973,92,34,2123,26,1703,59,3,1785,38,1508,75,8,1633,65,1280,67,37,1448,85,855,49,18,1007,117,344,38,6,507,149,83,28,3,261,549,11679,579,143,12951,25,1844,76,3,1938,82,3076,99,8,3260,21,1379,70,17,1486,32,1517,93,32,1679,42,3810,173,60,4089,60,3371,121,10,3563,75,2909,152,17,3151,108,2442,126,49,2730,161,1674,118,36,1985,181,630,77,12,898,215,144,44,3,404,1002,22799,1143,239,25177
505031255,5,396,33,0,431,31,509,48,3,596,5,194,15,0,218,6,290,27,0,329,10,857,77,0,944,3,497,51,0,558,4,344,33,9,383,3,138,15,5,156,0,91,3,8,107,3,12,4,0,24,0,3,0,0,3,68,3344,312,23,3746,0,417,47,0,462,9,500,41,3,556,7,168,20,4,196,3,374,29,3,406,0,952,81,4,1048,0,552,51,0,605,6,384,28,8,430,4,184,18,20,228,6,95,12,7,121,0,20,0,0,28,0,0,0,0,0,41,3646,339,48,4073,8,807,79,0,893,33,1015,97,3,1151,11,366,34,4,408,10,665,60,6,736,13,1812,163,9,1991,10,1047,104,0,1158,12,730,62,12,813,7,320,31,24,385,6,188,21,11,229,5,34,7,0,44,0,5,0,0,5,114,6990,649,66,7816
505031256,0,12,4,0,11,0,37,4,0,47,0,41,5,0,46,0,19,0,0,26,0,26,3,0,31,0,42,12,0,50,0,67,9,0,75,0,46,3,0,51,0,34,7,0,34,3,9,0,0,15,0,0,0,0,3,9,339,42,0,392,0,17,0,0,19,0,31,3,0,39,0,19,4,0,21,0,21,3,0,20,0,23,0,0,23,0,47,6,0,57,0,56,9,0,65,3,43,7,0,48,0,18,3,0,25,0,5,3,0,13,0,0,0,0,4,6,276,46,0,333,0,26,4,0,33,0,69,14,0,84,0,61,5,0,69,0,39,3,0,44,3,46,4,0,58,3,92,19,0,112,3,122,17,0,137,3,90,7,0,104,0,49,4,0,58,3,17,3,0,25,0,0,0,0,6,19,618,84,0,720
505031257,0,100,16,0,112,9,203,15,0,225,3,79,10,0,90,0,61,4,0,68,0,141,11,0,156,4,151,21,0,173,7,190,22,0,219,7,161,16,0,180,8,129,20,0,155,4,59,11,0,72,0,11,0,0,9,50,1274,140,3,1462,0,90,6,0,100,3,166,29,0,197,3,62,3,0,72,5,60,3,0,64,5,182,23,11,213,3,166,17,0,187,7,188,10,0,204,10,148,17,0,173,4,120,19,0,142,11,63,7,0,84,5,8,0,0,11,56,1252,142,9,1455,0,192,19,0,209,10,370,43,0,426,7,146,11,0,163,3,123,6,0,132,5,321,33,8,373,6,314,35,0,357,15,378,27,0,417,11,309,31,0,356,17,243,37,0,302,14,121,20,0,153,8,12,0,0,25,98,2525,280,16,2916
505031258,6,382,25,0,416,33,632,68,0,728,11,222,20,0,251,5,209,19,0,238,7,505,54,10,576,3,540,48,0,595,11,483,42,0,546,20,276,26,0,324,25,258,23,3,308,42,106,18,0,163,22,9,6,0,42,185,3631,346,18,4184,3,338,33,0,376,9,577,44,0,632,8,213,21,3,247,3,243,21,11,277,4,654,64,3,724,9,564,42,3,619,24,495,47,6,571,15,350,42,0,406,25,299,26,6,357,49,74,14,3,140,59,17,10,0,88,215,3815,365,36,4445,15,723,61,0,796,43,1209,114,0,1366,10,439,39,4,498,9,454,38,11,517,13,1156,114,14,1299,14,1103,92,3,1213,32,979,91,11,1119,35,626,66,0,726,47,556,50,13,665,85,178,37,7,304,87,23,20,0,129,397,7447,715,61,8620
506011110,18,743,87,0,841,67,1138,100,3,1316,23,433,39,4,505,19,617,66,4,710,31,1297,127,10,1472,44,1029,102,0,1178,61,867,99,3,1025,76,736,75,13,894,78,538,66,7,686,79,263,58,0,394,52,62,33,0,143,544,7721,856,47,9172,8,712,73,0,800,26,1134,86,0,1251,14,499,53,6,571,16,641,50,12,720,26,1382,138,6,1550,36,1031,105,4,1182,69,964,91,19,1140,97,835,89,26,1052,82,598,82,9,767,101,312,70,3,495,93,82,36,0,208,576,8186,882,84,9729,26,1451,154,3,1640,100,2269,192,3,2561,37,932,97,6,1079,35,1262,118,13,1422,55,2678,266,20,3020,84,2067,207,9,2363,124,1828,195,26,2168,176,1574,162,39,1953,159,1132,147,9,1454,183,577,130,3,885,146,139,65,0,356,1118,15915,1735,132,18901
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,15
506011112,3,190,11,0,205,13,312,15,0,338,14,142,3,0,168,4,156,7,0,173,11,399,24,0,439,10,321,26,0,361,13,344,18,0,376,26,283,27,3,337,21,183,12,3,222,11,66,5,0,86,3,8,4,0,16,132,2415,166,10,2719,0,177,12,0,192,7,343,15,0,367,12,176,4,0,186,3,158,6,3,174,10,398,27,3,432,7,311,16,0,330,20,313,25,3,357,25,332,16,6,376,30,191,12,4,230,21,55,11,0,89,16,8,13,0,38,143,2456,159,16,2771,3,370,23,0,401,21,649,30,0,707,24,323,7,0,354,6,320,15,0,346,22,792,46,6,869,20,629,39,0,687,36,653,44,3,734,48,618,44,5,707,51,372,25,3,455,31,122,15,0,174,19,19,17,0,55,272,4864,327,25,5496
506011113,21,1150,42,7,1213,40,1271,38,11,1359,14,439,10,6,463,3,552,14,8,582,12,2162,71,15,2253,9,1584,68,11,1666,9,865,27,12,915,11,490,16,48,564,17,227,5,31,285,14,61,3,8,89,0,9,0,0,9,149,8815,290,152,9403,6,1074,35,0,1117,19,1282,40,4,1346,3,443,10,5,463,0,616,21,3,639,11,2426,74,28,2528,13,1571,54,16,1647,12,869,36,43,964,20,570,15,99,706,18,247,8,39,310,16,48,3,12,78,13,8,3,0,29,128,9155,296,248,9823,27,2219,80,10,2334,56,2544,81,15,2701,17,884,17,14,926,4,1166,35,14,1224,19,4588,138,39,4784,22,3160,116,21,3315,20,1741,61,59,1877,31,1061,30,152,1271,37,472,14,69,594,28,110,7,16,159,20,12,3,0,37,278,17962,583,398,19223
506011114,4,323,24,3,354,27,569,46,0,640,10,305,24,0,334,5,316,21,3,347,10,636,61,9,721,27,578,62,8,670,26,581,57,0,667,25,534,40,8,611,36,416,40,4,495,35,163,22,0,220,28,44,17,0,84,227,4470,417,31,5142,3,323,28,4,359,8,537,33,3,588,10,267,20,7,296,9,294,25,0,323,15,644,54,6,727,25,581,52,7,664,26,617,42,4,695,32,580,40,7,659,34,438,43,3,514,41,197,33,0,274,44,31,57,0,136,248,4501,438,41,5235,3,643,56,5,707,38,1102,88,4,1231,16,572,43,7,633,11,612,49,8,675,30,1286,119,17,1450,52,1161,113,9,1337,53,1194,103,4,1359,59,1112,79,19,1268,65,852,82,5,1008,79,355,57,0,488,70,78,72,0,221,474,8973,851,71,10382
506011115,3,198,9,0,208,17,437,26,4,477,9,261,11,3,283,7,220,11,0,230,8,349,26,3,386,13,382,37,0,434,13,530,30,0,580,21,504,36,3,563,25,376,35,3,440,31,173,28,0,237,23,39,16,0,78,163,3466,253,24,3912,0,192,12,0,206,7,452,30,0,498,6,232,8,3,245,3,197,9,3,214,11,370,23,4,412,13,449,38,3,498,5,573,39,0,624,25,572,40,10,644,28,343,38,0,413,45,158,20,3,221,27,39,18,0,82,170,3577,280,33,4058,5,390,17,0,420,22,890,58,7,975,10,489,21,5,534,8,418,18,3,447,15,722,51,6,792,27,832,72,3,934,20,1108,74,3,1198,43,1068,73,10,1202,51,716,74,4,846,70,335,44,6,458,56,71,30,0,160,336,7043,533,55,7965
506011116,4,195,12,0,211,14,462,30,7,508,8,200,11,0,214,0,192,8,0,198,8,259,16,0,286,3,401,23,0,433,12,463,16,4,495,10,454,22,0,488,22,356,17,5,405,8,109,10,0,127,8,16,0,0,23,94,3106,160,22,3384,3,169,14,0,187,6,399,23,0,431,3,215,11,0,225,3,157,5,3,173,6,318,20,3,343,11,445,27,0,476,12,509,25,3,547,19,475,13,8,516,7,383,27,3,422,16,96,7,0,112,17,22,0,0,42,100,3181,170,17,3468,5,370,32,0,399,27,862,48,7,945,9,410,14,4,445,6,348,11,0,368,14,574,38,4,624,17,842,45,0,906,17,971,42,3,1039,32,926,37,5,1002,31,737,46,4,824,23,204,10,0,239,27,39,0,0,61,197,6292,332,35,6853
506011117,15,491,33,0,542,40,802,40,0,883,21,352,20,0,392,8,318,18,0,348,10,833,62,3,905,12,720,41,0,776,11,507,36,5,558,12,312,22,7,356,24,164,10,3,198,16,60,8,3,79,12,12,0,0,30,184,4561,299,29,5068,0,463,34,3,509,20,713,40,0,771,16,308,28,3,350,6,352,19,3,381,6,951,55,11,1022,17,685,37,5,741,25,524,28,11,585,31,336,24,19,419,16,165,7,5,192,19,62,9,3,97,11,24,0,0,33,165,4584,294,54,5095,14,956,69,3,1053,53,1514,76,0,1649,36,659,49,3,742,17,664,40,7,728,17,1782,117,13,1924,26,1404,80,3,1517,36,1034,62,11,1141,47,646,52,31,774,37,326,21,9,391,33,120,17,5,174,24,36,3,0,64,347,9143,590,78,10160
506021118,7,439,54,3,499,19,622,61,7,714,7,294,31,4,342,5,526,71,12,608,24,1196,183,27,1436,11,996,127,28,1156,16,809,113,22,959,49,638,97,24,813,45,434,60,18,562,67,197,39,0,301,54,48,8,0,112,304,6211,847,134,7505,3,382,36,5,429,12,551,38,8,614,0,276,23,3,306,3,472,61,15,544,10,1180,131,15,1336,13,912,86,19,1024,21,740,96,26,885,54,693,74,40,853,38,453,70,18,581,89,202,44,3,343,149,53,41,0,241,395,5919,689,142,7144,4,822,94,8,925,34,1179,101,13,1325,10,568,60,8,647,5,996,133,18,1157,34,2377,312,38,2764,27,1902,208,39,2178,38,1555,202,46,1842,103,1331,169,64,1666,88,892,129,32,1142,157,396,89,3,646,203,102,46,0,353,701,12132,1545,276,14647
506021119,7,490,27,3,525,26,636,44,3,711,5,362,28,7,405,10,706,67,25,811,26,1685,177,25,1908,14,1131,111,11,1266,30,827,105,10,970,49,622,77,3,752,64,370,54,19,504,52,145,20,0,225,45,44,13,0,99,322,7011,727,119,8183,0,530,37,3,573,5,639,44,10,703,6,324,33,8,372,7,583,66,27,685,13,1714,185,31,1938,15,1182,86,11,1289,26,835,89,13,967,43,619,68,33,770,52,393,48,11,508,68,166,31,3,273,95,67,24,0,183,346,7038,709,151,8243,6,1013,69,7,1099,30,1274,94,17,1413,13,681,62,16,772,19,1293,136,54,1495,38,3394,357,58,3846,35,2308,193,18,2556,57,1659,192,32,1937,97,1238,143,42,1523,117,762,102,29,1009,120,310,53,8,495,138,107,38,0,281,666,14047,1438,271,16430
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,3,0,0,8,0,8,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,7,0,0,7,0,12,0,0,12,0,12,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,30
506021122,5,771,95,0,872,49,1077,121,3,1252,10,532,62,3,605,10,982,121,13,1122,28,2528,343,23,2929,24,1629,199,11,1870,48,1263,150,7,1477,65,992,133,29,1216,65,632,71,20,787,87,320,48,3,461,59,93,12,0,163,460,10828,1355,119,12764,8,748,79,4,838,23,1036,112,10,1183,10,476,52,10,547,5,879,131,29,1040,25,2401,300,43,2773,30,1506,168,16,1724,56,1090,122,28,1299,71,1011,129,55,1263,71,685,92,19,866,163,437,79,0,683,99,143,27,0,273,563,10405,1298,215,12482,15,1516,171,9,1708,74,2115,239,16,2434,18,1002,117,13,1154,12,1860,249,43,2161,60,4931,648,69,5698,57,3139,363,30,3593,107,2357,277,38,2776,132,2006,258,80,2482,141,1318,162,38,1657,248,760,130,8,1140,154,232,42,0,431,1020,21235,2651,339,25247
506021123,3,356,27,10,388,14,481,33,9,531,3,262,18,7,293,12,623,56,16,701,7,1676,198,37,1922,14,1066,163,33,1282,11,789,138,25,965,14,695,91,11,813,30,389,43,15,474,23,141,25,0,195,24,52,3,0,76,155,6528,797,159,7641,0,396,21,0,415,7,508,28,9,549,0,269,14,9,299,0,585,63,16,671,7,1606,177,48,1842,3,938,107,16,1059,11,779,81,23,897,24,644,69,42,779,30,334,46,12,424,44,159,22,3,227,43,46,3,0,94,178,6258,635,181,7251,3,751,42,6,806,21,983,54,13,1078,6,536,41,20,593,12,1210,122,39,1375,21,3280,376,85,3763,21,2005,270,50,2339,27,1565,219,41,1857,42,1337,169,47,1596,58,723,85,27,897,71,302,47,4,422,69,97,3,0,165,339,12781,1429,337,14896
506031124,3,487,52,3,546,20,644,65,6,727,8,583,44,29,666,9,1603,137,90,1826,18,2118,184,51,2376,25,1091,113,24,1252,60,735,74,7,878,55,591,68,20,730,60,433,67,11,568,123,285,43,4,456,123,113,45,0,282,498,8675,895,246,10321,0,423,28,3,452,9,594,64,4,668,4,571,31,42,644,8,1240,93,117,1459,16,1814,175,53,2061,23,915,118,9,1068,38,706,93,24,863,72,659,62,44,835,63,545,65,6,679,190,422,68,3,683,372,215,128,0,716,802,8095,923,305,10122,3,905,84,4,1003,28,1232,125,11,1394,12,1151,72,66,1306,12,2847,231,203,3293,34,3925,366,106,4437,49,2008,230,31,2315,93,1435,169,37,1738,119,1248,132,64,1564,126,978,128,17,1252,313,712,110,8,1141,499,322,178,0,1003,1303,16772,1820,546,20438
506031125,4,215,6,0,226,27,670,26,3,724,13,405,7,3,431,6,368,13,7,394,8,499,15,19,538,8,550,17,3,574,4,719,26,8,754,19,570,17,9,615,22,345,15,5,384,13,87,4,5,104,9,19,0,0,28,131,4438,143,65,4770,3,232,9,0,240,12,674,15,3,702,3,418,12,5,441,3,390,12,7,422,9,533,16,18,570,3,666,16,5,693,10,867,36,5,914,18,626,18,21,676,20,307,11,9,348,30,80,3,9,123,22,11,0,0,27,136,4799,145,89,5163,7,446,18,0,463,39,1340,41,7,1425,17,828,16,10,872,11,763,29,12,809,18,1033,28,36,1106,11,1214,36,8,1269,17,1583,54,18,1671,30,1200,30,30,1291,40,654,20,19,737,43,165,6,14,227,31,26,0,0,54,263,9243,279,150,9933
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,8,670,54,5,735,28,866,56,11,960,3,429,33,12,478,11,882,73,30,998,15,2230,164,39,2450,20,1255,108,10,1393,19,809,62,6,900,30,533,41,53,656,32,318,26,31,409,29,138,21,8,196,28,25,4,3,56,222,8166,649,204,9237,3,684,62,8,760,15,804,60,10,880,10,366,24,15,412,5,785,76,25,889,16,2125,160,47,2350,18,1110,87,17,1226,20,742,50,35,846,53,598,42,82,768,28,377,37,22,465,55,183,26,0,260,60,51,7,0,122,285,7813,620,258,8976,13,1350,119,13,1486,38,1670,120,16,1841,15,799,56,25,888,18,1673,149,52,1895,35,4351,332,85,4802,35,2369,188,29,2627,39,1551,116,43,1750,81,1137,80,129,1426,65,696,61,56,869,83,322,43,7,452,85,74,14,3,178,503,15977,1271,456,18216
506031128,3,391,13,0,411,23,730,26,8,787,16,395,20,8,443,12,435,25,10,468,9,1051,55,22,1137,18,841,45,10,915,20,705,26,5,749,29,754,37,8,829,50,556,20,11,640,44,227,7,8,285,46,55,4,0,107,268,6140,287,84,6770,0,408,13,0,423,10,627,16,5,660,3,311,8,5,325,4,373,20,15,414,8,1050,60,25,1142,7,817,30,6,858,16,761,41,6,828,39,880,41,35,991,43,608,16,15,680,89,244,22,3,365,119,72,5,0,202,359,6156,272,108,6894,4,799,32,0,838,35,1353,49,9,1448,23,707,32,12,770,14,807,40,20,881,22,2097,114,45,2279,23,1659,72,11,1771,33,1465,71,13,1577,68,1638,77,43,1824,92,1164,41,22,1319,140,469,30,9,651,171,134,13,0,309,625,12290,560,194,13663
506031129,0,287,9,4,298,19,926,23,14,984,10,561,14,4,597,0,441,12,3,464,8,561,15,13,591,16,726,19,12,772,7,906,35,14,956,16,682,19,16,731,38,504,16,13,575,44,268,20,3,330,46,76,17,0,141,209,5946,192,86,6429,3,270,6,6,286,13,910,23,3,952,4,523,12,11,554,6,370,12,11,409,7,591,18,16,630,6,875,30,11,927,13,987,21,15,1040,19,737,20,32,801,42,589,26,10,664,88,345,46,3,479,99,91,67,0,257,300,6294,281,119,6992,3,558,17,9,588,36,1840,44,19,1932,20,1086,25,15,1149,12,817,24,17,865,18,1154,30,21,1220,22,1601,49,21,1695,21,1892,56,30,2000,31,1422,36,43,1533,79,1092,40,26,1240,129,613,60,4,805,138,167,85,0,398,504,12237,475,210,13424
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
506031131,9,415,9,0,429,37,1411,28,8,1484,13,796,17,16,845,8,617,14,10,648,21,742,24,13,799,14,1158,20,6,1200,8,1177,21,14,1221,35,986,31,19,1073,44,733,27,21,829,41,226,13,3,285,25,56,3,3,86,254,8332,198,117,8904,0,398,17,3,421,13,1390,27,6,1441,13,719,18,16,761,8,525,14,17,565,12,737,17,13,789,17,1421,32,15,1483,15,1265,29,18,1336,27,1134,31,55,1248,40,695,26,28,790,64,234,15,7,317,76,52,5,0,138,285,8576,238,182,9285,9,807,30,3,852,53,2810,52,8,2923,27,1517,38,37,1612,17,1144,25,26,1208,33,1483,41,34,1587,25,2577,54,20,2686,24,2443,56,36,2561,67,2124,62,74,2323,91,1430,48,45,1614,99,468,24,13,603,100,107,9,3,221,544,16906,440,302,18188
506041132,13,656,49,7,720,38,1119,53,7,1218,10,576,22,10,622,14,728,43,4,788,27,1742,104,22,1897,33,1306,73,3,1412,41,973,55,10,1080,49,790,39,31,905,78,587,36,16,709,60,224,17,0,300,31,40,7,0,74,396,8734,495,101,9727,6,631,41,0,680,25,1006,40,3,1074,12,471,21,5,508,11,614,32,0,664,21,1603,97,24,1742,29,1175,73,4,1281,49,958,56,26,1084,59,800,55,54,965,66,599,37,21,719,76,219,21,3,317,40,55,3,0,100,396,8124,468,143,9132,15,1287,88,8,1401,67,2124,94,9,2290,19,1053,44,13,1128,26,1342,74,7,1449,50,3343,197,43,3640,63,2480,144,4,2695,86,1929,113,33,2165,112,1583,92,82,1875,144,1185,73,32,1431,134,444,33,3,615,75,88,12,0,174,787,16856,964,244,18858
506041133,8,769,24,8,808,44,1661,63,9,1782,25,928,117,0,1065,14,728,214,7,961,14,1436,417,18,1883,13,1628,335,9,1979,9,1479,126,21,1637,15,877,50,34,980,36,487,19,39,579,22,166,20,15,213,10,27,23,0,55,210,10174,1397,159,11941,6,796,28,7,837,20,1529,54,11,1607,7,803,26,4,841,8,690,46,18,767,9,1592,42,26,1666,18,1827,60,8,1905,22,1509,49,36,1619,24,937,26,82,1071,43,488,16,61,610,44,189,21,10,262,37,33,33,0,99,234,10393,397,254,11283,14,1561,52,10,1642,64,3198,113,17,3390,30,1730,141,8,1903,24,1418,258,23,1722,22,3024,455,48,3549,25,3452,388,19,3886,35,2985,178,53,3249,42,1819,74,116,2054,79,977,43,95,1184,67,346,37,19,474,46,59,52,0,158,445,20566,1799,417,23218
